,index,U,M,t,UM,count
0,0,0,0,120,0j,0.7890625
1,1,0,0,164,0j,0.765625
2,2,0,0,208,0j,0.712890625
3,3,0,0,252,0j,0.779296875
4,4,0,0,296,0j,0.724609375
5,5,0,0,341,0j,0.74609375
6,6,0,0,385,0j,0.701171875
7,7,0,0,429,0j,0.693359375
8,8,0,0,473,0j,0.67578125
9,9,0,0,518,0j,0.634765625
10,10,0,0,562,0j,0.611328125
11,11,0,0,606,0j,0.67578125
12,12,0,0,650,0j,0.615234375
13,13,0,0,695,0j,0.60546875
14,14,0,0,739,0j,0.583984375
15,15,0,0,783,0j,0.537109375
16,16,0,0,827,0j,0.552734375
17,17,0,0,872,0j,0.48828125
18,18,0,0,916,0j,0.513671875
19,19,0,0,960,0j,0.466796875
20,20,0,0,1004,0j,0.421875
21,21,0,0,1049,0j,0.421875
22,22,0,0,1093,0j,0.384765625
23,23,0,0,1137,0j,0.30859375
24,24,0,0,1181,0j,0.3046875
25,25,0,0,1226,0j,0.26171875
26,26,0,0,1270,0j,0.189453125
27,27,0,0,1314,0j,0.22265625
28,28,0,0,1358,0j,0.107421875
29,29,0,0,1403,0j,0.12890625
30,30,0,0,1447,0j,0.119140625
31,31,0,0,1491,0j,0.046875
32,32,0,0,1535,0j,0.021484375
33,33,0,0,1580,0j,0.0546875
34,34,0,0,1624,0j,-0.037109375
35,35,0,0,1668,0j,-0.099609375
36,36,0,0,1712,0j,-0.041015625
37,37,0,0,1756,0j,-0.056640625
38,38,0,0,1801,0j,-0.06640625
39,39,0,0,1845,0j,-0.169921875
40,40,0,0,1889,0j,-0.154296875
41,41,0,0,1933,0j,-0.228515625
42,42,0,0,1978,0j,-0.2265625
43,43,0,0,2022,0j,-0.263671875
44,44,0,0,2066,0j,-0.275390625
45,45,0,0,2110,0j,-0.3125
46,46,0,0,2155,0j,-0.37890625
47,47,0,0,2199,0j,-0.33203125
48,48,0,0,2243,0j,-0.41796875
49,49,0,0,2287,0j,-0.42578125
50,50,0,0,2332,0j,-0.462890625
51,51,0,0,2376,0j,-0.45703125
52,52,0,0,2420,0j,-0.5234375
53,53,0,0,2464,0j,-0.4453125
54,54,0,0,2509,0j,-0.5390625
55,55,0,0,2553,0j,-0.521484375
56,56,0,0,2597,0j,-0.533203125
57,57,0,0,2641,0j,-0.580078125
58,58,0,0,2686,0j,-0.62109375
59,59,0,0,2730,0j,-0.5703125
60,60,0,0,2774,0j,-0.630859375
61,61,0,0,2818,0j,-0.662109375
62,62,0,0,2863,0j,-0.6796875
63,63,0,0,2907,0j,-0.6640625
64,64,0,0,2951,0j,-0.669921875
65,65,0,0,2995,0j,-0.70703125
66,66,0,0,3040,0j,-0.73046875
67,67,0,0,3084,0j,-0.712890625
68,68,0,0,3128,0j,-0.71875
69,69,0,0,3172,0j,-0.720703125
70,70,0,0,3216,0j,-0.697265625
71,71,0,0,3261,0j,-0.6875
72,72,0,0,3305,0j,-0.708984375
73,73,0,0,3349,0j,-0.73046875
74,74,0,0,3393,0j,-0.7265625
75,75,0,0,3438,0j,-0.69140625
76,76,0,0,3482,0j,-0.685546875
77,77,0,0,3526,0j,-0.703125
78,78,0,0,3570,0j,-0.669921875
79,79,0,0,3615,0j,-0.67578125
80,80,0,0,3659,0j,-0.642578125
81,81,0,0,3703,0j,-0.61328125
82,82,0,0,3747,0j,-0.5625
83,83,0,0,3792,0j,-0.587890625
84,84,0,0,3836,0j,-0.5390625
85,85,0,0,3880,0j,-0.525390625
86,86,0,0,3924,0j,-0.52734375
87,87,0,0,3969,0j,-0.478515625
88,88,0,0,4013,0j,-0.412109375
89,89,0,0,4057,0j,-0.37890625
90,90,0,0,4101,0j,-0.36328125
91,91,0,0,4146,0j,-0.34375
92,92,0,0,4190,0j,-0.28515625
93,93,0,0,4234,0j,-0.216796875
94,94,0,0,4278,0j,-0.236328125
95,95,0,0,4323,0j,-0.22265625
96,96,0,0,4367,0j,-0.205078125
97,97,0,0,4411,0j,-0.166015625
98,98,0,0,4455,0j,-0.05859375
99,99,0,0,4500,0j,-0.01953125
