,index,U,M,t,UM,count
0,500,1,2,120,(1+2j),0.982421875
1,501,1,2,164,(1+2j),0.96484375
2,502,1,2,208,(1+2j),0.94921875
3,503,1,2,252,(1+2j),0.931640625
4,504,1,2,296,(1+2j),0.921875
5,505,1,2,341,(1+2j),0.8828125
6,506,1,2,385,(1+2j),0.880859375
7,507,1,2,429,(1+2j),0.876953125
8,508,1,2,473,(1+2j),0.791015625
9,509,1,2,518,(1+2j),0.76953125
10,510,1,2,562,(1+2j),0.712890625
11,511,1,2,606,(1+2j),0.640625
12,512,1,2,650,(1+2j),0.662109375
13,513,1,2,695,(1+2j),0.57421875
14,514,1,2,739,(1+2j),0.544921875
15,515,1,2,783,(1+2j),0.486328125
16,516,1,2,827,(1+2j),0.4765625
17,517,1,2,872,(1+2j),0.359375
18,518,1,2,916,(1+2j),0.294921875
19,519,1,2,960,(1+2j),0.2421875
20,520,1,2,1004,(1+2j),0.21484375
21,521,1,2,1049,(1+2j),0.068359375
22,522,1,2,1093,(1+2j),0.044921875
23,523,1,2,1137,(1+2j),0.013671875
24,524,1,2,1181,(1+2j),-0.064453125
25,525,1,2,1226,(1+2j),-0.142578125
26,526,1,2,1270,(1+2j),-0.150390625
27,527,1,2,1314,(1+2j),-0.142578125
28,528,1,2,1358,(1+2j),-0.3046875
29,529,1,2,1403,(1+2j),-0.310546875
30,530,1,2,1447,(1+2j),-0.4296875
31,531,1,2,1491,(1+2j),-0.349609375
32,532,1,2,1535,(1+2j),-0.533203125
33,533,1,2,1580,(1+2j),-0.5234375
34,534,1,2,1624,(1+2j),-0.58203125
35,535,1,2,1668,(1+2j),-0.646484375
36,536,1,2,1712,(1+2j),-0.591796875
37,537,1,2,1756,(1+2j),-0.728515625
38,538,1,2,1801,(1+2j),-0.708984375
39,539,1,2,1845,(1+2j),-0.775390625
40,540,1,2,1889,(1+2j),-0.8046875
41,541,1,2,1933,(1+2j),-0.853515625
42,542,1,2,1978,(1+2j),-0.8671875
43,543,1,2,2022,(1+2j),-0.865234375
44,544,1,2,2066,(1+2j),-0.873046875
45,545,1,2,2110,(1+2j),-0.85546875
46,546,1,2,2155,(1+2j),-0.890625
47,547,1,2,2199,(1+2j),-0.8515625
48,548,1,2,2243,(1+2j),-0.912109375
49,549,1,2,2287,(1+2j),-0.857421875
50,550,1,2,2332,(1+2j),-0.90234375
51,551,1,2,2376,(1+2j),-0.857421875
52,552,1,2,2420,(1+2j),-0.833984375
53,553,1,2,2464,(1+2j),-0.814453125
54,554,1,2,2509,(1+2j),-0.83203125
55,555,1,2,2553,(1+2j),-0.779296875
56,556,1,2,2597,(1+2j),-0.703125
57,557,1,2,2641,(1+2j),-0.701171875
58,558,1,2,2686,(1+2j),-0.63671875
59,559,1,2,2730,(1+2j),-0.66796875
60,560,1,2,2774,(1+2j),-0.576171875
61,561,1,2,2818,(1+2j),-0.552734375
62,562,1,2,2863,(1+2j),-0.568359375
63,563,1,2,2907,(1+2j),-0.453125
64,564,1,2,2951,(1+2j),-0.3984375
65,565,1,2,2995,(1+2j),-0.353515625
66,566,1,2,3040,(1+2j),-0.34765625
67,567,1,2,3084,(1+2j),-0.197265625
68,568,1,2,3128,(1+2j),-0.16015625
69,569,1,2,3172,(1+2j),-0.205078125
70,570,1,2,3216,(1+2j),-0.16015625
71,571,1,2,3261,(1+2j),-0.03515625
72,572,1,2,3305,(1+2j),0.01171875
73,573,1,2,3349,(1+2j),0.046875
74,574,1,2,3393,(1+2j),0.162109375
75,575,1,2,3438,(1+2j),0.19140625
76,576,1,2,3482,(1+2j),0.35546875
77,577,1,2,3526,(1+2j),0.33203125
78,578,1,2,3570,(1+2j),0.3828125
79,579,1,2,3615,(1+2j),0.42578125
80,580,1,2,3659,(1+2j),0.501953125
81,581,1,2,3703,(1+2j),0.59375
82,582,1,2,3747,(1+2j),0.62109375
83,583,1,2,3792,(1+2j),0.6171875
84,584,1,2,3836,(1+2j),0.666015625
85,585,1,2,3880,(1+2j),0.7109375
86,586,1,2,3924,(1+2j),0.748046875
87,587,1,2,3969,(1+2j),0.80859375
88,588,1,2,4013,(1+2j),0.81640625
89,589,1,2,4057,(1+2j),0.87109375
90,590,1,2,4101,(1+2j),0.9375
91,591,1,2,4146,(1+2j),0.927734375
92,592,1,2,4190,(1+2j),0.931640625
93,593,1,2,4234,(1+2j),0.93359375
94,594,1,2,4278,(1+2j),0.982421875
95,595,1,2,4323,(1+2j),0.994140625
96,596,1,2,4367,(1+2j),0.998046875
97,597,1,2,4411,(1+2j),1.0
98,598,1,2,4455,(1+2j),0.998046875
99,599,1,2,4500,(1+2j),0.994140625
