,index,U,M,t,UM,count
0,500,1,2,120,(1+2j),0.990234375
1,501,1,2,164,(1+2j),0.9921875
2,502,1,2,208,(1+2j),0.986328125
3,503,1,2,252,(1+2j),0.96875
4,504,1,2,296,(1+2j),0.919921875
5,505,1,2,341,(1+2j),0.94140625
6,506,1,2,385,(1+2j),0.876953125
7,507,1,2,429,(1+2j),0.8828125
8,508,1,2,473,(1+2j),0.857421875
9,509,1,2,518,(1+2j),0.8359375
10,510,1,2,562,(1+2j),0.791015625
11,511,1,2,606,(1+2j),0.755859375
12,512,1,2,650,(1+2j),0.71484375
13,513,1,2,695,(1+2j),0.69921875
14,514,1,2,739,(1+2j),0.71484375
15,515,1,2,783,(1+2j),0.607421875
16,516,1,2,827,(1+2j),0.609375
17,517,1,2,872,(1+2j),0.509765625
18,518,1,2,916,(1+2j),0.494140625
19,519,1,2,960,(1+2j),0.455078125
20,520,1,2,1004,(1+2j),0.390625
21,521,1,2,1049,(1+2j),0.388671875
22,522,1,2,1093,(1+2j),0.322265625
23,523,1,2,1137,(1+2j),0.26171875
24,524,1,2,1181,(1+2j),0.169921875
25,525,1,2,1226,(1+2j),0.15234375
26,526,1,2,1270,(1+2j),0.060546875
27,527,1,2,1314,(1+2j),0.076171875
28,528,1,2,1358,(1+2j),-0.05078125
29,529,1,2,1403,(1+2j),-0.076171875
30,530,1,2,1447,(1+2j),-0.052734375
31,531,1,2,1491,(1+2j),-0.15234375
32,532,1,2,1535,(1+2j),-0.193359375
33,533,1,2,1580,(1+2j),-0.208984375
34,534,1,2,1624,(1+2j),-0.240234375
35,535,1,2,1668,(1+2j),-0.376953125
36,536,1,2,1712,(1+2j),-0.384765625
37,537,1,2,1756,(1+2j),-0.4140625
38,538,1,2,1801,(1+2j),-0.408203125
39,539,1,2,1845,(1+2j),-0.48046875
40,540,1,2,1889,(1+2j),-0.576171875
41,541,1,2,1933,(1+2j),-0.572265625
42,542,1,2,1978,(1+2j),-0.609375
43,543,1,2,2022,(1+2j),-0.666015625
44,544,1,2,2066,(1+2j),-0.677734375
45,545,1,2,2110,(1+2j),-0.66015625
46,546,1,2,2155,(1+2j),-0.6796875
47,547,1,2,2199,(1+2j),-0.689453125
48,548,1,2,2243,(1+2j),-0.763671875
49,549,1,2,2287,(1+2j),-0.771484375
50,550,1,2,2332,(1+2j),-0.841796875
51,551,1,2,2376,(1+2j),-0.830078125
52,552,1,2,2420,(1+2j),-0.865234375
53,553,1,2,2464,(1+2j),-0.849609375
54,554,1,2,2509,(1+2j),-0.8828125
55,555,1,2,2553,(1+2j),-0.888671875
56,556,1,2,2597,(1+2j),-0.876953125
57,557,1,2,2641,(1+2j),-0.9140625
58,558,1,2,2686,(1+2j),-0.880859375
59,559,1,2,2730,(1+2j),-0.892578125
60,560,1,2,2774,(1+2j),-0.86328125
61,561,1,2,2818,(1+2j),-0.857421875
62,562,1,2,2863,(1+2j),-0.826171875
63,563,1,2,2907,(1+2j),-0.8125
64,564,1,2,2951,(1+2j),-0.81640625
65,565,1,2,2995,(1+2j),-0.8125
66,566,1,2,3040,(1+2j),-0.798828125
67,567,1,2,3084,(1+2j),-0.73828125
68,568,1,2,3128,(1+2j),-0.740234375
69,569,1,2,3172,(1+2j),-0.677734375
70,570,1,2,3216,(1+2j),-0.7265625
71,571,1,2,3261,(1+2j),-0.66015625
72,572,1,2,3305,(1+2j),-0.630859375
73,573,1,2,3349,(1+2j),-0.568359375
74,574,1,2,3393,(1+2j),-0.5703125
75,575,1,2,3438,(1+2j),-0.515625
76,576,1,2,3482,(1+2j),-0.474609375
77,577,1,2,3526,(1+2j),-0.42578125
78,578,1,2,3570,(1+2j),-0.337890625
79,579,1,2,3615,(1+2j),-0.32421875
80,580,1,2,3659,(1+2j),-0.271484375
81,581,1,2,3703,(1+2j),-0.251953125
82,582,1,2,3747,(1+2j),-0.166015625
83,583,1,2,3792,(1+2j),-0.12109375
84,584,1,2,3836,(1+2j),-0.07421875
85,585,1,2,3880,(1+2j),-0.0703125
86,586,1,2,3924,(1+2j),0.017578125
87,587,1,2,3969,(1+2j),0.0859375
88,588,1,2,4013,(1+2j),0.05078125
89,589,1,2,4057,(1+2j),0.107421875
90,590,1,2,4101,(1+2j),0.1484375
91,591,1,2,4146,(1+2j),0.216796875
92,592,1,2,4190,(1+2j),0.25
93,593,1,2,4234,(1+2j),0.3046875
94,594,1,2,4278,(1+2j),0.41015625
95,595,1,2,4323,(1+2j),0.400390625
96,596,1,2,4367,(1+2j),0.505859375
97,597,1,2,4411,(1+2j),0.513671875
98,598,1,2,4455,(1+2j),0.546875
99,599,1,2,4500,(1+2j),0.55859375
