,index,U,M,t,UM,count
0,200,0,2,0,2j,1.0
1,201,0,2,90,2j,0.98046875
2,202,0,2,181,2j,0.953125
3,203,0,2,272,2j,0.86328125
4,204,0,2,363,2j,0.7890625
5,205,0,2,454,2j,0.685546875
6,206,0,2,545,2j,0.541015625
7,207,0,2,636,2j,0.380859375
8,208,0,2,727,2j,0.248046875
9,209,0,2,818,2j,0.001953125
10,210,0,2,909,2j,-0.1015625
11,211,0,2,1000,2j,-0.1796875
12,212,0,2,1090,2j,-0.384765625
13,213,0,2,1181,2j,-0.515625
14,214,0,2,1272,2j,-0.681640625
15,215,0,2,1363,2j,-0.7890625
16,216,0,2,1454,2j,-0.869140625
17,217,0,2,1545,2j,-0.94140625
18,218,0,2,1636,2j,-0.9921875
19,219,0,2,1727,2j,-1.0
20,220,0,2,1818,2j,-0.978515625
21,221,0,2,1909,2j,-0.94140625
22,222,0,2,2000,2j,-0.91015625
23,223,0,2,2090,2j,-0.7734375
24,224,0,2,2181,2j,-0.701171875
25,225,0,2,2272,2j,-0.556640625
26,226,0,2,2363,2j,-0.384765625
27,227,0,2,2454,2j,-0.240234375
28,228,0,2,2545,2j,-0.130859375
29,229,0,2,2636,2j,0.0859375
30,230,0,2,2727,2j,0.291015625
31,231,0,2,2818,2j,0.408203125
32,232,0,2,2909,2j,0.5859375
33,233,0,2,3000,2j,0.671875
34,234,0,2,3090,2j,0.822265625
35,235,0,2,3181,2j,0.8828125
36,236,0,2,3272,2j,0.9453125
37,237,0,2,3363,2j,0.986328125
38,238,0,2,3454,2j,1.0
39,239,0,2,3545,2j,0.990234375
40,240,0,2,3636,2j,0.9453125
41,241,0,2,3727,2j,0.88671875
42,242,0,2,3818,2j,0.7578125
43,243,0,2,3909,2j,0.68359375
44,244,0,2,4000,2j,0.576171875
45,245,0,2,4090,2j,0.41015625
46,246,0,2,4181,2j,0.23828125
47,247,0,2,4272,2j,0.0
48,248,0,2,4363,2j,-0.068359375
49,249,0,2,4454,2j,-0.248046875
50,250,0,2,4545,2j,-0.361328125
51,251,0,2,4636,2j,-0.509765625
52,252,0,2,4727,2j,-0.654296875
53,253,0,2,4818,2j,-0.763671875
54,254,0,2,4909,2j,-0.896484375
55,255,0,2,5000,2j,-0.935546875
56,256,0,2,5090,2j,-0.990234375
57,257,0,2,5181,2j,-1.0
58,258,0,2,5272,2j,-0.990234375
59,259,0,2,5363,2j,-0.939453125
60,260,0,2,5454,2j,-0.884765625
61,261,0,2,5545,2j,-0.806640625
62,262,0,2,5636,2j,-0.6875
63,263,0,2,5727,2j,-0.525390625
64,264,0,2,5818,2j,-0.3984375
65,265,0,2,5909,2j,-0.220703125
66,266,0,2,6000,2j,-0.0703125
67,267,0,2,6090,2j,0.0703125
68,268,0,2,6181,2j,0.236328125
69,269,0,2,6272,2j,0.380859375
70,270,0,2,6363,2j,0.548828125
71,271,0,2,6454,2j,0.662109375
72,272,0,2,6545,2j,0.765625
73,273,0,2,6636,2j,0.875
74,274,0,2,6727,2j,0.94140625
75,275,0,2,6818,2j,0.98828125
76,276,0,2,6909,2j,1.0
77,277,0,2,7000,2j,0.986328125
78,278,0,2,7090,2j,0.958984375
79,279,0,2,7181,2j,0.88671875
80,280,0,2,7272,2j,0.76171875
81,281,0,2,7363,2j,0.697265625
82,282,0,2,7454,2j,0.599609375
83,283,0,2,7545,2j,0.34765625
84,284,0,2,7636,2j,0.234375
85,285,0,2,7727,2j,0.14453125
86,286,0,2,7818,2j,-0.103515625
87,287,0,2,7909,2j,-0.240234375
88,288,0,2,8000,2j,-0.396484375
89,289,0,2,8090,2j,-0.55859375
90,290,0,2,8181,2j,-0.673828125
91,291,0,2,8272,2j,-0.81640625
92,292,0,2,8363,2j,-0.884765625
93,293,0,2,8454,2j,-0.94921875
94,294,0,2,8545,2j,-0.978515625
95,295,0,2,8636,2j,-1.0
96,296,0,2,8727,2j,-0.982421875
97,297,0,2,8818,2j,-0.96484375
98,298,0,2,8909,2j,-0.876953125
99,299,0,2,9000,2j,-0.8046875
