,index,U,M,t,UM,count
0,100,0,1,0,1j,1.0
1,101,0,1,90,1j,-0.216796875
2,102,0,1,181,1j,-0.21484375
3,103,0,1,272,1j,-0.25
4,104,0,1,363,1j,-0.166015625
5,105,0,1,454,1j,-0.1171875
6,106,0,1,545,1j,-0.181640625
7,107,0,1,636,1j,-0.03515625
8,108,0,1,727,1j,-0.0234375
9,109,0,1,818,1j,-0.02734375
10,110,0,1,909,1j,0.009765625
11,111,0,1,1000,1j,0.09765625
12,112,0,1,1090,1j,0.14453125
13,113,0,1,1181,1j,0.15234375
14,114,0,1,1272,1j,0.185546875
15,115,0,1,1363,1j,0.21484375
16,116,0,1,1454,1j,0.263671875
17,117,0,1,1545,1j,0.22265625
18,118,0,1,1636,1j,0.24609375
19,119,0,1,1727,1j,0.287109375
20,120,0,1,1818,1j,0.17578125
21,121,0,1,1909,1j,0.26171875
22,122,0,1,2000,1j,0.1953125
23,123,0,1,2090,1j,0.203125
24,124,0,1,2181,1j,0.203125
25,125,0,1,2272,1j,0.140625
26,126,0,1,2363,1j,0.08984375
27,127,0,1,2454,1j,0.087890625
28,128,0,1,2545,1j,0.005859375
29,129,0,1,2636,1j,-0.013671875
30,130,0,1,2727,1j,-0.02734375
31,131,0,1,2818,1j,-0.095703125
32,132,0,1,2909,1j,-0.1796875
33,133,0,1,3000,1j,-0.14453125
34,134,0,1,3090,1j,-0.208984375
35,135,0,1,3181,1j,-0.2265625
36,136,0,1,3272,1j,-0.15234375
37,137,0,1,3363,1j,-0.2421875
38,138,0,1,3454,1j,-0.232421875
39,139,0,1,3545,1j,-0.154296875
40,140,0,1,3636,1j,-0.244140625
41,141,0,1,3727,1j,-0.2421875
42,142,0,1,3818,1j,-0.154296875
43,143,0,1,3909,1j,-0.197265625
44,144,0,1,4000,1j,-0.09765625
45,145,0,1,4090,1j,-0.07421875
46,146,0,1,4181,1j,-0.087890625
47,147,0,1,4272,1j,0.005859375
48,148,0,1,4363,1j,0.0234375
49,149,0,1,4454,1j,0.05859375
50,150,0,1,4545,1j,0.146484375
51,151,0,1,4636,1j,0.109375
52,152,0,1,4727,1j,0.1875
53,153,0,1,4818,1j,0.1640625
54,154,0,1,4909,1j,0.212890625
55,155,0,1,5000,1j,0.232421875
56,156,0,1,5090,1j,0.189453125
57,157,0,1,5181,1j,0.201171875
58,158,0,1,5272,1j,0.3125
59,159,0,1,5363,1j,0.22265625
60,160,0,1,5454,1j,0.166015625
61,161,0,1,5545,1j,0.134765625
62,162,0,1,5636,1j,0.2265625
63,163,0,1,5727,1j,0.2109375
64,164,0,1,5818,1j,0.123046875
65,165,0,1,5909,1j,0.0859375
66,166,0,1,6000,1j,0.048828125
67,167,0,1,6090,1j,0.015625
68,168,0,1,6181,1j,-0.0390625
69,169,0,1,6272,1j,-0.08984375
70,170,0,1,6363,1j,-0.169921875
71,171,0,1,6454,1j,-0.158203125
72,172,0,1,6545,1j,-0.23828125
73,173,0,1,6636,1j,-0.19140625
74,174,0,1,6727,1j,-0.23828125
75,175,0,1,6818,1j,-0.251953125
76,176,0,1,6909,1j,-0.267578125
77,177,0,1,7000,1j,-0.232421875
78,178,0,1,7090,1j,-0.236328125
79,179,0,1,7181,1j,-0.19140625
80,180,0,1,7272,1j,-0.189453125
81,181,0,1,7363,1j,-0.154296875
82,182,0,1,7454,1j,-0.150390625
83,183,0,1,7545,1j,-0.111328125
84,184,0,1,7636,1j,-0.052734375
85,185,0,1,7727,1j,-0.0234375
86,186,0,1,7818,1j,-0.009765625
87,187,0,1,7909,1j,0.05078125
88,188,0,1,8000,1j,0.12890625
89,189,0,1,8090,1j,0.080078125
90,190,0,1,8181,1j,0.1953125
91,191,0,1,8272,1j,0.20703125
92,192,0,1,8363,1j,0.228515625
93,193,0,1,8454,1j,0.263671875
94,194,0,1,8545,1j,0.306640625
95,195,0,1,8636,1j,0.21484375
96,196,0,1,8727,1j,0.244140625
97,197,0,1,8818,1j,0.216796875
98,198,0,1,8909,1j,0.212890625
99,199,0,1,9000,1j,0.21875
