,index,U,M,t,UM,count
0,200,0,2,0,2j,1.0
1,201,0,2,90,2j,0.982421875
2,202,0,2,181,2j,0.9140625
3,203,0,2,272,2j,0.853515625
4,204,0,2,363,2j,0.74609375
5,205,0,2,454,2j,0.53515625
6,206,0,2,545,2j,0.427734375
7,207,0,2,636,2j,0.22265625
8,208,0,2,727,2j,0.052734375
9,209,0,2,818,2j,-0.07421875
10,210,0,2,909,2j,-0.29296875
11,211,0,2,1000,2j,-0.392578125
12,212,0,2,1090,2j,-0.458984375
13,213,0,2,1181,2j,-0.599609375
14,214,0,2,1272,2j,-0.56640625
15,215,0,2,1363,2j,-0.619140625
16,216,0,2,1454,2j,-0.529296875
17,217,0,2,1545,2j,-0.521484375
18,218,0,2,1636,2j,-0.421875
19,219,0,2,1727,2j,-0.310546875
20,220,0,2,1818,2j,-0.158203125
21,221,0,2,1909,2j,-0.06640625
22,222,0,2,2000,2j,0.09375
23,223,0,2,2090,2j,0.232421875
24,224,0,2,2181,2j,0.328125
25,225,0,2,2272,2j,0.4296875
26,226,0,2,2363,2j,0.509765625
27,227,0,2,2454,2j,0.546875
28,228,0,2,2545,2j,0.529296875
29,229,0,2,2636,2j,0.482421875
30,230,0,2,2727,2j,0.423828125
31,231,0,2,2818,2j,0.33984375
32,232,0,2,2909,2j,0.20703125
33,233,0,2,3000,2j,0.07421875
34,234,0,2,3090,2j,-0.12109375
35,235,0,2,3181,2j,-0.271484375
36,236,0,2,3272,2j,-0.48046875
37,237,0,2,3363,2j,-0.623046875
38,238,0,2,3454,2j,-0.693359375
39,239,0,2,3545,2j,-0.85546875
40,240,0,2,3636,2j,-0.943359375
41,241,0,2,3727,2j,-0.984375
42,242,0,2,3818,2j,-0.98828125
43,243,0,2,3909,2j,-0.953125
44,244,0,2,4000,2j,-0.89453125
45,245,0,2,4090,2j,-0.841796875
46,246,0,2,4181,2j,-0.650390625
47,247,0,2,4272,2j,-0.576171875
48,248,0,2,4363,2j,-0.357421875
49,249,0,2,4454,2j,-0.181640625
50,250,0,2,4545,2j,0.044921875
51,251,0,2,4636,2j,0.11328125
52,252,0,2,4727,2j,0.275390625
53,253,0,2,4818,2j,0.4453125
54,254,0,2,4909,2j,0.55078125
55,255,0,2,5000,2j,0.6171875
56,256,0,2,5090,2j,0.615234375
57,257,0,2,5181,2j,0.69140625
58,258,0,2,5272,2j,0.587890625
59,259,0,2,5363,2j,0.521484375
60,260,0,2,5454,2j,0.4765625
61,261,0,2,5545,2j,0.294921875
62,262,0,2,5636,2j,0.19921875
63,263,0,2,5727,2j,0.07421875
64,264,0,2,5818,2j,-0.0390625
65,265,0,2,5909,2j,-0.224609375
66,266,0,2,6000,2j,-0.3515625
67,267,0,2,6090,2j,-0.37109375
68,268,0,2,6181,2j,-0.478515625
69,269,0,2,6272,2j,-0.49609375
70,270,0,2,6363,2j,-0.484375
71,271,0,2,6454,2j,-0.400390625
72,272,0,2,6545,2j,-0.3203125
73,273,0,2,6636,2j,-0.216796875
74,274,0,2,6727,2j,-0.185546875
75,275,0,2,6818,2j,-0.01953125
76,276,0,2,6909,2j,0.189453125
77,277,0,2,7000,2j,0.314453125
78,278,0,2,7090,2j,0.48046875
79,279,0,2,7181,2j,0.677734375
80,280,0,2,7272,2j,0.751953125
81,281,0,2,7363,2j,0.84765625
82,282,0,2,7454,2j,0.91015625
83,283,0,2,7545,2j,0.9609375
84,284,0,2,7636,2j,0.970703125
85,285,0,2,7727,2j,0.935546875
86,286,0,2,7818,2j,0.857421875
87,287,0,2,7909,2j,0.771484375
88,288,0,2,8000,2j,0.583984375
89,289,0,2,8090,2j,0.48828125
90,290,0,2,8181,2j,0.26171875
91,291,0,2,8272,2j,0.07421875
92,292,0,2,8363,2j,-0.072265625
93,293,0,2,8454,2j,-0.236328125
94,294,0,2,8545,2j,-0.3046875
95,295,0,2,8636,2j,-0.55859375
96,296,0,2,8727,2j,-0.666015625
97,297,0,2,8818,2j,-0.7109375
98,298,0,2,8909,2j,-0.73828125
99,299,0,2,9000,2j,-0.734375
