,index,U,M,t,UM,count
0,500,1,2,0,(1+2j),1.0
1,501,1,2,90,(1+2j),0.994140625
2,502,1,2,181,(1+2j),0.9765625
3,503,1,2,272,(1+2j),0.94140625
4,504,1,2,363,(1+2j),0.89453125
5,505,1,2,454,(1+2j),0.802734375
6,506,1,2,545,(1+2j),0.814453125
7,507,1,2,636,(1+2j),0.755859375
8,508,1,2,727,(1+2j),0.654296875
9,509,1,2,818,(1+2j),0.625
10,510,1,2,909,(1+2j),0.48828125
11,511,1,2,1000,(1+2j),0.38671875
12,512,1,2,1090,(1+2j),0.37890625
13,513,1,2,1181,(1+2j),0.31640625
14,514,1,2,1272,(1+2j),0.220703125
15,515,1,2,1363,(1+2j),0.185546875
16,516,1,2,1454,(1+2j),0.08984375
17,517,1,2,1545,(1+2j),-0.03125
18,518,1,2,1636,(1+2j),-0.025390625
19,519,1,2,1727,(1+2j),-0.119140625
20,520,1,2,1818,(1+2j),-0.091796875
21,521,1,2,1909,(1+2j),-0.19921875
22,522,1,2,2000,(1+2j),-0.171875
23,523,1,2,2090,(1+2j),-0.275390625
24,524,1,2,2181,(1+2j),-0.34765625
25,525,1,2,2272,(1+2j),-0.326171875
26,526,1,2,2363,(1+2j),-0.3515625
27,527,1,2,2454,(1+2j),-0.41796875
28,528,1,2,2545,(1+2j),-0.455078125
29,529,1,2,2636,(1+2j),-0.51953125
30,530,1,2,2727,(1+2j),-0.529296875
31,531,1,2,2818,(1+2j),-0.60546875
32,532,1,2,2909,(1+2j),-0.6171875
33,533,1,2,3000,(1+2j),-0.681640625
34,534,1,2,3090,(1+2j),-0.703125
35,535,1,2,3181,(1+2j),-0.78515625
36,536,1,2,3272,(1+2j),-0.751953125
37,537,1,2,3363,(1+2j),-0.822265625
38,538,1,2,3454,(1+2j),-0.853515625
39,539,1,2,3545,(1+2j),-0.85546875
40,540,1,2,3636,(1+2j),-0.873046875
41,541,1,2,3727,(1+2j),-0.837890625
42,542,1,2,3818,(1+2j),-0.82421875
43,543,1,2,3909,(1+2j),-0.8203125
44,544,1,2,4000,(1+2j),-0.798828125
45,545,1,2,4090,(1+2j),-0.7578125
46,546,1,2,4181,(1+2j),-0.732421875
47,547,1,2,4272,(1+2j),-0.626953125
48,548,1,2,4363,(1+2j),-0.59375
49,549,1,2,4454,(1+2j),-0.50390625
50,550,1,2,4545,(1+2j),-0.39453125
51,551,1,2,4636,(1+2j),-0.392578125
52,552,1,2,4727,(1+2j),-0.306640625
53,553,1,2,4818,(1+2j),-0.23046875
54,554,1,2,4909,(1+2j),-0.197265625
55,555,1,2,5000,(1+2j),-0.154296875
56,556,1,2,5090,(1+2j),-0.09765625
57,557,1,2,5181,(1+2j),0.07421875
58,558,1,2,5272,(1+2j),0.1015625
59,559,1,2,5363,(1+2j),0.060546875
60,560,1,2,5454,(1+2j),0.123046875
61,561,1,2,5545,(1+2j),0.150390625
62,562,1,2,5636,(1+2j),0.20703125
63,563,1,2,5727,(1+2j),0.21875
64,564,1,2,5818,(1+2j),0.27734375
65,565,1,2,5909,(1+2j),0.33203125
66,566,1,2,6000,(1+2j),0.328125
67,567,1,2,6090,(1+2j),0.376953125
68,568,1,2,6181,(1+2j),0.451171875
69,569,1,2,6272,(1+2j),0.462890625
70,570,1,2,6363,(1+2j),0.521484375
71,571,1,2,6454,(1+2j),0.53125
72,572,1,2,6545,(1+2j),0.658203125
73,573,1,2,6636,(1+2j),0.638671875
74,574,1,2,6727,(1+2j),0.681640625
75,575,1,2,6818,(1+2j),0.73828125
76,576,1,2,6909,(1+2j),0.79296875
77,577,1,2,7000,(1+2j),0.810546875
78,578,1,2,7090,(1+2j),0.890625
79,579,1,2,7181,(1+2j),0.888671875
80,580,1,2,7272,(1+2j),0.9140625
81,581,1,2,7363,(1+2j),0.91015625
82,582,1,2,7454,(1+2j),0.921875
83,583,1,2,7545,(1+2j),0.931640625
84,584,1,2,7636,(1+2j),0.8671875
85,585,1,2,7727,(1+2j),0.826171875
86,586,1,2,7818,(1+2j),0.81640625
87,587,1,2,7909,(1+2j),0.71484375
88,588,1,2,8000,(1+2j),0.671875
89,589,1,2,8090,(1+2j),0.630859375
90,590,1,2,8181,(1+2j),0.515625
91,591,1,2,8272,(1+2j),0.431640625
92,592,1,2,8363,(1+2j),0.322265625
93,593,1,2,8454,(1+2j),0.24609375
94,594,1,2,8545,(1+2j),0.22265625
95,595,1,2,8636,(1+2j),0.0859375
96,596,1,2,8727,(1+2j),-0.021484375
97,597,1,2,8818,(1+2j),-0.103515625
98,598,1,2,8909,(1+2j),-0.12890625
99,599,1,2,9000,(1+2j),-0.173828125
